T,mu,phi,Phi1,Phi2,mass,pressure,rho,entropy,energy,converged
140.0,0.0,-3.902978673488033,0.0238633488169715,0.0238633488169715,1.5238471599055743,18.276460989172634,7.137526504592872e-17,0.03850810753489777,-18.24914058652283,1.0
141.0,0.0,-3.9019474013083872,0.024567798487029807,0.024567798487029804,1.523451213459879,18.27666121759006,2.148811043266166e-17,0.04052807310837924,-18.24770232483031,1.0
142.0,0.0,-3.9008703924247996,0.025286972612487957,0.025286972612487957,1.5230377068727186,18.27687189830045,-1.583261419386362e-16,0.042633697793155664,-18.24619240158617,1.0
143.0,0.0,-3.899746046113656,0.026021129238676038,0.026021129238676038,1.5226060255625713,18.277093472902173,-1.3562826889511295e-16,0.04482796138964126,-18.244607796731703,1.0
144.0,0.0,-3.8985727133243637,0.026770535156267674,0.026770535156267674,1.5221555363932642,18.277326398353658,1.2390464585614488e-16,0.047113946751083574,-18.242945369963874,1.0
145.0,0.0,-3.897348694812287,0.02753546630485808,0.027535466304858074,1.5216855869571333,18.277571147507192,-1.8799184291043345e-16,0.049494844801906135,-18.241201854970445,1.0
146.0,0.0,-3.8960722391641234,0.028316208193282087,0.028316208193282087,1.5211955048168861,18.27782820967118,-1.7910631725235387e-16,0.05197395986635829,-18.239373853311335,1.0
147.0,0.0,-3.89474154071107,0.02911305633761444,0.02911305633761444,1.520684596704384,18.27809809119787,3.0430224376129105e-17,0.05455471532160414,-18.237457827921755,1.0
148.0,0.0,-3.893354737320048,0.029926316717877644,0.02992631671787764,1.5201521476726048,18.278381316102635,6.106169413636137e-17,0.05724065959965811,-18.235450096213366,1.0
149.0,0.0,-3.891909908058793,0.030756306254501924,0.030756306254501924,1.5195974201991778,18.278678426713114,2.6303743966559647e-17,0.060035472560041964,-18.23334682274288,1.0
150.0,0.0,-3.890405070725097,0.03160335330567283,0.03160335330567283,1.5190196532377618,18.278989984352528,3.9224123312514335e-17,0.06294297225312899,-18.231144011424085,1.0
151.0,0.0,-3.8888381792317954,0.03246779818677332,0.03246779818677332,1.5184180612140383,18.279316570057627,3.282742651207617e-17,0.06596712210843064,-18.228837497243696,1.0
152.0,0.0,-3.8872071208399284,0.03334999371316021,0.03334999371316021,1.51779183296341,18.279658785335386,-1.0896654368874026e-16,0.069112038567681,-18.226422937454743,1.0
153.0,0.0,-3.8855097132294505,0.03425030576762841,0.03425030576762841,1.5171401306063312,18.28001725295744,1.137998506981775e-16,0.07238199919614921,-18.223895802204837,1.0
154.0,0.0,-3.8837437013979645,0.03516911389396819,0.03516911389396819,1.5164620883576079,18.280392617799873,-2.5893417563297565e-17,0.07578145130414393,-18.221251364564996,1.0
155.0,0.0,-3.88190675437505,0.03610681191812944,0.03610681191812945,1.5157568112648976,18.280785547724648,-2.7221037821383818e-17,0.07931502111012312,-18.21848468991251,1.0
156.0,0.0,-3.8799964617439033,0.03706380859853352,0.03706380859853352,1.5150233738732284,18.281196734512335,3.005499347593486e-17,0.08298752349160846,-18.215590624621843,1.0
157.0,0.0,-3.8780103299533426,0.03804052830725949,0.03804052830725949,1.5142608188090307,18.281626894842862,1.517175378185368e-18,0.08680397234967531,-18.212563784018865,1.0
158.0,0.0,-3.8759457784114053,0.03903741174380987,0.03903741174380987,1.5134681552803146,18.28207677133252,-1.9119042319978464e-18,0.09076959164417536,-18.20939853953918,1.0
159.0,0.0,-3.8738001353416274,0.04005491668338678,0.04005491668338678,1.5126443574857293,18.28254713362767,-1.4407339861365695e-16,0.09488982713631355,-18.206089005037622,1.0
160.0,0.0,-3.871570633390536,0.04109351876158819,0.04109351876158819,1.5117883629281057,18.28303877956028,4.7556932020830245e-17,0.09917035889565412,-18.202629022182766,1.0
161.0,0.0,-3.8692544049677813,0.04215371229764097,0.04215371229764097,1.510899070625347,18.283552536368674,3.785196029555483e-17,0.10361711461850186,-18.19901214487433,1.0
162.0,0.0,-3.866848477301292,0.04323601115835391,0.04323601115835391,1.509975339211906,18.28408926198746,1.246578548873255e-17,0.10823628382344994,-18.195231622604705,1.0
163.0,0.0,-3.8643497671888656,0.04434094966510047,0.04434094966510047,1.5090159849237121,18.284649846413046,7.652371492571032e-17,0.11303433298098262,-18.19128038269288,1.0
164.0,0.0,-3.861755075426078,0.04546908354625849,0.04546908354625849,1.5080197794588235,18.28523521314701,6.974283104777485e-17,0.11801802164692721,-18.1871510113019,1.0
165.0,0.0,-3.859061080887485,0.04662099093768625,0.046620990937686256,1.5069854477049651,18.285846320725575,6.611696204665193e-18,0.12319441967707778,-18.182835733147822,1.0
166.0,0.0,-3.8562643342384777,0.04779727343391486,0.04779727343391486,1.505911665325259,18.286484164336013,-7.469398868032498e-17,0.12857092559206082,-18.178326389804607,1.0
167.0,0.0,-3.853361251252135,0.04899855719288302,0.04899855719288302,1.5047970561922988,18.287149777533642,-5.962832436599354e-17,0.13415528619095418,-18.17361441649432,1.0
168.0,0.0,-3.8503481057034312,0.050225494097189446,0.050225494097189446,1.5036401896599525,18.287844234058362,-1.178632918100196e-16,0.13995561749605243,-18.16869081724725,1.0
169.0,0.0,-3.8472210218118,0.0514787629749637,0.0514787629749637,1.5024395776617625,18.288568649760364,-9.841710530221576e-18,0.14598042712820583,-18.163546138309158,1.0
170.0,0.0,-3.8439759662011386,0.05275907088357838,0.05275907088357838,1.50119367162407,18.289324184647864,5.1992803212799253e-17,0.1522386382335016,-18.158170439653716,1.0
171.0,0.0,-3.8406087393409236,0.05406715445963576,0.05406715445963576,1.4999008591799197,18.2901120450535,1.131596896532171e-16,0.15873961505833928,-18.152553264457666,1.0
172.0,0.0,-3.8371149664360558,0.0554037813386717,0.05540378133867172,1.4985594606713084,18.29093348594045,-1.0441218118665206e-16,0.1654931903149972,-18.146683606377383,1.0
173.0,0.0,-3.83349008772079,0.056769751648311335,0.056769751648311335,1.497167725422638,18.29178981334883,6.225743237082925e-17,0.17250969446495243,-18.14054987445238,1.0
174.0,0.0,-3.8297293481197108,0.05816589957857128,0.05816589957857128,1.4957238277711526,18.292682386997114,3.495942818069294e-17,0.17979998707159944,-18.13413985544865,1.0
175.0,0.0,-3.8258277862263776,0.059593095033245676,0.059593095033245676,1.494225862835401,18.29361262304672,1.2926358491498534e-18,0.1873754903757313,-18.127440673440713,1.0
176.0,0.0,-3.8217802225532154,0.06105224536632561,0.06105224536632561,1.4926718420039027,18.294581997045682,-1.0582297444152066e-16,0.19524822527530533,-18.12043874640739,1.0
177.0,0.0,-3.8175812469979444,0.06254429720753117,0.06254429720753117,1.4910596881230116,18.29559204705535,-3.407063942605304e-17,0.20343084987870164,-18.113119739608283,1.0
178.0,0.0,-3.8132252054725653,0.06407023838102008,0.06407023838102008,1.4893872303632498,18.296644376986944,-3.129934518118407e-17,0.211936700853099,-18.10546851547652,1.0
179.0,0.0,-3.8087061856304727,0.06563109992146275,0.06563109992146277,1.4876521987393794,18.29774066014919,1.195242165827963e-16,0.22077983776348525,-18.097469079752578,1.0
180.0,0.0,-3.804018001631202,0.06722795819147921,0.06722795819147921,1.4858522182609817,18.29888264303068,-8.869229170487175e-17,0.22997509064588745,-18.089104523554372,1.0
181.0,0.0,-3.7991541778686293,0.06886193710452207,0.06886193710452207,1.483984802685066,18.30007214933335,7.569911140639478e-17,0.23953811106785433,-18.080356961053404,1.0
182.0,0.0,-3.7941079315889876,0.07053421045703939,0.07053421045703939,1.482047347842433,18.301311084272445,-2.3105970127868547e-17,0.24948542693729253,-18.071207462407614,1.0
183.0,0.0,-3.78887215432009,0.07224600437351424,0.07224600437351424,1.4800371245076154,18.302601439164096,7.090485345551844e-17,0.2598345013582466,-18.06163598156232,1.0
184.0,0.0,-3.7834393920220766,0.07399859986773867,0.07399859986773868,1.477951270777958,18.303945296324397,-3.6378510523553014e-17,0.27060379584223737,-18.05162127851174,1.0
184.99999999999997,0.0,-3.7778018238713797,0.07579333552310256,0.07579333552310256,1.475786783927939,18.305344834297717,7.162742410369958e-17,0.28181283821152586,-18.041140835569028,1.0
185.99999999999997,0.0,-3.7719512395777137,0.07763161029419097,0.07763161029419097,1.4735405117002587,18.306802333442793,5.271910993346453e-17,0.2934822955495704,-18.030170767171978,1.0
186.99999999999997,0.0,-3.765879015129887,0.07951488643115424,0.07951488643115424,1.4712091429936898,18.308320181904158,-1.0668934165697245e-16,0.3056340525882324,-18.018685722703836,1.0
187.99999999999997,0.0,-3.759576086861252,0.0814446925273177,0.0814446925273177,1.4687891979057734,18.30990088199149,-5.756714663329982e-18,0.3182912959301696,-18.006658781779297,1.0
188.99999999999997,0.0,-3.7530329237148887,0.08342262668932234,0.08342262668932232,1.4662770170843176,18.311547057005463,-2.2921650938000002e-17,0.3314786045508671,-17.994061341401583,1.0
189.99999999999997,0.0,-3.7462394975875255,0.08545035982747043,0.08545035982747043,1.4636687503412478,18.31326145853539,-1.5274445800907493e-17,0.3452220470277321,-17.980862994362333,1.0
190.99999999999997,0.0,-3.7391852516194533,0.0875296390621299,0.08752963906212989,1.460960344477843,18.315046974270995,-4.952145793871019e-17,0.3595492859911858,-17.967031398208984,1.0
191.99999999999997,0.0,-3.7318590662954567,0.08966229123969222,0.08966229123969223,1.458147530269534,18.316906636360123,8.888710993225519e-17,0.3744896902955519,-17.952532134070832,1.0
192.99999999999997,0.0,-3.7242492232158706,0.09185022654873878,0.09185022654873878,1.455225808556168,18.318843630358817,1.800573018377949e-17,0.39007445544662245,-17.937328554591332,1.0
193.99999999999997,0.0,-3.7163433663892786,0.09409544222373628,0.09409544222373628,1.4521904353807369,18.320861304809274,6.115354010138977e-17,0.40633673282188254,-17.921381620182277,1.0
194.99999999999997,0.0,-3.708128460898202,0.09640002631942635,0.09640002631942636,1.449036406119488,18.32296318150048,5.432868496619307e-17,0.4233117682565669,-17.90464972277636,1.0
195.99999999999997,0.0,-3.699590748787127,0.09876616153413707,0.09876616153413709,1.4457584385455822,18.325152966452983,-3.304739865426527e-18,0.4410370505510536,-17.88708849623555,1.0
196.99999999999997,0.0,-3.690715702016338,0.10119612905457138,0.1011961290545714,1.4423509547661975,18.327434561684882,6.835610149649082e-17,0.4595524704703811,-17.868650612550613,1.0
197.99999999999997,0.0,-3.6814879723401157,0.10369231238734403,0.10369231238734401,1.438808061978774,18.329812077808718,7.170458467455196e-17,0.47890049078415,-17.849285562959167,1.0
198.99999999999997,0.0,-3.6718913379582707,0.1062572011347733,0.10625720113477331,1.4351235319884137,18.33228984752295,-1.0782660078092843e-16,0.4991263278739053,-17.828939423122673,1.0
200.00000000000003,0.0,-3.6619086468154096,0.10889339466234331,0.10889339466234331,1.4312907794382115,18.33487244004929,-7.034759474975859e-17,0.5202781453761246,-17.807554601528917,1.0
201.00000000000003,0.0,-3.651521756428808,0.11160360559421169,0.11160360559421169,1.4273028387067797,18.337564676586922,-1.8837951001094826e-16,0.542407260272018,-17.785069570345218,1.0
202.00000000000003,0.0,-3.640711470153378,0.11439066305974255,0.11439066305974255,1.4231523394378325,18.34037164684066,6.65511412266332e-17,0.5655683617207122,-17.761418578034174,1.0
203.00000000000003,0.0,-3.6294574698237656,0.1172575155987397,0.1172575155987397,1.418831480678805,18.34329872669257,-2.722820528547323e-17,0.5898197428054208,-17.73653134317511,1.0
204.00000000000003,0.0,-3.6177382447532134,0.1202072336152533,0.1202072336152533,1.4143320036206897,18.346351597079174,-1.2249305201632213e-16,0.6152235451625181,-17.710332729126232,1.0
