T,rho,phi_u,phi_d,phi_s,Phi1,Phi2,mu_u,mu_d,mu_s,pressure,entropy,energy,converged
5.0,2.64,-0.09077748971235948,-0.09077748971235323,-1.8715293027966047,0.004473381901035927,0.004607924773803132,2.071054972431635,2.071054972431635,2.071054972431635,21.95628309701047,0.025314404588019895,1.2409546271252774,1.0
5.0,2.63,-0.09132966926871483,-0.09132966926871808,-1.8715361655260874,0.004462730268326029,0.004595916997680006,2.0684678349562318,2.0684678349562318,2.0684678349562318,21.951654819289786,0.02522212093191814,1.128750712190294,1.0
5.0,2.62,-0.0918876292840321,-0.09188762928403167,-1.871543139329246,0.0044523713982492575,0.004584709229304313,2.0658778884500224,2.0658778884500224,2.0658778884500224,21.94703913166353,0.0251460438765793,1.0170602976831125,1.0
5.0,2.61,-0.09245145159410738,-0.09245145159411113,-1.8715502268239537,0.00444168770963129,0.004573977605368837,2.063287166110545,2.063287166110545,2.063287166110545,21.9424396315645,0.025092827431792,0.9057163639723983,1.0
5.0,2.6,-0.09302121863007519,-0.09302121863007944,-1.8715574306552363,0.004430250387704939,0.0045630945144392995,2.0606943184468505,2.0606943184468505,2.0606943184468505,21.937853943650097,0.02505238849305227,0.7944300077338746,1.0
5.0,2.59,-0.09359702086316361,-0.09359702086316149,-1.8715647535743554,0.0044180950187604475,0.004551523630621824,2.058095397909049,2.058095397909049,2.058095397909049,21.93327519124479,0.02500536470411944,0.6829933315110024,1.0
5.0,2.58,-0.09417896064850322,-0.09417896064850345,-1.8715721984853446,0.004405707248003085,0.004539160266088383,2.055486288888874,2.055486288888874,2.055486288888874,21.928696296197838,0.024937178824135733,0.571412885924963,1.0
5.0,2.57,-0.0947671499968419,-0.0947671499968365,-1.871579768428256,0.0043937249799263205,0.0045264094782204705,2.052865321919085,2.052865321919085,2.052865321919085,21.924114511293716,0.024848827680179784,0.4598903909802582,1.0
5.0,2.56,-0.09536170324086202,-0.09536170324086454,-1.8715874665042715,0.004382527892928012,0.004513938889889186,2.0502344438919455,2.0502344438919455,2.0502344438919455,21.919533371576083,0.02475644419069949,0.34867002892511095,1.0
5.0,2.55,-0.09596272903347629,-0.09596272903348028,-1.8715952957886257,0.004371977551618583,0.004502242774582061,2.0475980323024405,2.0475980323024405,2.0475980323024405,21.914960555795126,0.024679245363197447,0.23786362200081734,1.0
5.0,2.54,-0.09657032732063632,-0.09657032732063825,-1.8716032592964373,0.004361501686985058,0.004491308302523289,2.044959994084271,2.044959994084271,2.044959994084271,21.9104028477003,0.024624765528269626,0.1273841293508222,1.0
5.0,2.53,-0.09718459377375446,-0.09718459377376751,-1.8716113600347088,0.004350474558531576,0.004480624367352853,2.0423211469979106,2.0423211469979106,2.0423211469979106,21.9058616736245,0.024583123620411092,0.01703123191383784,1.0
5.0,2.52,-0.09780562870398744,-0.09780562870397351,-1.8716196011112654,0.004338626223376434,0.004469521617669338,2.039678692298771,2.039678692298771,2.039678692298771,21.901332282050618,0.024534722141082797,-0.09335028223540731,1.0
5.0,2.51,-0.09843354451896708,-0.09843354451895915,-1.871627985830056,0.004326211226624216,0.004457605772913137,2.037028039513278,2.037028039513278,2.037028039513278,21.896806928962558,0.024465174133355302,-0.20376497949517666,1.0
5.0,2.5,-0.09906846705730879,-0.0990684670573117,-1.871636517715027,0.004313840991817233,0.004445009398020168,2.034365756040622,2.034365756040622,2.034365756040622,21.892279909796514,0.024376305372927974,-0.3140844384589211,1.0
5.0,2.49,-0.09971052985499813,-0.09971052985498989,-1.871645200444365,0.004302085345635236,0.004432306353255726,2.03169180553498,2.03169180553498,2.03169180553498,21.887751307031778,0.024284974589932614,-0.424162455396564,1.0
5.0,2.48,-0.10035986472597547,-0.1003598647259744,-1.8716540377342057,0.004291092805715614,0.004420131387000718,2.029009586512503,2.029009586512503,2.029009586512503,21.883226979928892,0.024210020485343202,-0.5339515629786528,1.0
5.0,2.47,-0.10101659500635125,-0.10101659500635563,-1.8716630332517903,0.004280492158810286,0.004408751260928686,2.026323616096657,2.026323616096657,2.026323616096657,21.8787146107181,0.024157197434314527,-0.6435260904397101,1.0
5.0,2.46,-0.10168083651472812,-0.10168083651472318,-1.8716721906267022,0.004269653500704098,0.00439789198907164,2.0236364374085523,2.0236364374085523,2.0236364374085523,21.874218517134477,0.024114529217812975,-0.7529990021418905,1.0
5.0,2.45,-0.10235270563765585,-0.10235270563764866,-1.871681513557719,0.004258117323739088,0.0043869402630677895,2.0209469589584708,2.0209469589584708,2.0209469589584708,21.869736928219854,0.024062019501323764,-0.8624147350454466,1.0
5.0,2.44,-0.10303232880887012,-0.1030323288088626,-1.8716910059432708,0.004245889392736677,0.004375360310764037,2.018251285878305,2.018251285878305,2.018251285878305,21.865263435034926,0.023987638128496077,-0.9717155819625937,1.0
5.0,2.43,-0.10371984715451593,-0.10371984715451361,-1.8717006719513765,0.004233419315228379,0.0043630403830762785,2.0155453399697483,2.0155453399697483,2.0155453399697483,21.86079137775842,0.023896890799205144,-1.080806360256811,1.0
5.0,2.42,-0.10441541348820502,-0.10441541348821365,-1.8717105159861078,0.004221292292494632,0.004350353411796501,2.0128275280666656,2.0128275280666656,2.0128275280666656,21.856318248582856,0.0238085152552268,-1.1896544460423288,1.0
5.0,2.41,-0.10511918357655864,-0.10511918357656139,-1.8717205425733157,0.0042098359919835685,0.0043378966183513345,2.0100997381433934,2.0100997381433934,2.0100997381433934,21.851847283822483,0.023739316513598025,-1.2983301633220532,1.0
5.0,2.4,-0.10583130751139952,-0.10583130751140776,-1.8717307562423324,0.004198906600021477,0.004326081848893208,2.007365960620408,2.007365960620408,2.007365960620408,21.847385142741935,0.023690153860042966,-1.406942710160668,1.0
5.0,2.39,-0.10655192738803572,-0.10655192738802322,-1.8717411614921684,0.004188005121550407,0.004314863756350377,2.004629483466314,2.004629483466314,2.004629483466314,21.84293728805575,0.02364511950214883,-1.5155263067186493,1.0
5.0,2.38,-0.10728118297583493,-0.10728118297582952,-1.871751762871475,0.004176631850288817,0.0043037944540730184,2.001890688560357,2.001890688560357,2.001890688560357,21.838504408459897,0.02358493942850051,-1.6239882004297561,1.0
5.0,2.37,-0.10801922116482406,-0.1080192211648285,-1.871762565115856,0.004164618087466897,0.0042923451415712915,1.9991469389230623,1.9991469389230623,1.9991469389230623,21.834082286108462,0.0235031257700237,-1.7321782761865536,1.0
5.0,2.36,-0.10876620271166028,-0.10876620271166093,-1.8717735732520242,0.004152217210478395,0.004280258434974685,1.9963944611499747,1.9963944611499747,1.9963944611499747,21.829664898098233,0.023411333200455818,-1.8400263915572312,1.0
5.0,2.35,-0.10952230211366377,-0.10952230211365821,-1.871784792604724,0.004139915789813545,0.004267703103113789,1.9936308659705302,1.9936308659705302,1.9936308659705302,21.825248506075877,0.023329587515441823,-1.9476253982954148,1.0
5.0,2.34,-0.1102877009338462,-0.11028770093384795,-1.8717962287070506,0.0041281002104964345,0.004255142458559775,1.9908566599350797,1.9908566599350797,1.9908566599350797,21.820834063195925,0.023269286511152183,-2.0551731479725652,1.0
5.0,2.33,-0.11106257912573625,-0.1110625791257462,-1.8718078871760326,0.004116802279341992,0.004243010698887955,1.988074770565341,1.988074770565341,1.988074770565341,21.816426395561653,0.023223217914188694,-2.1628042057109846,1.0
5.0,2.32,-0.11184711042059674,-0.111847110420606,-1.871819773645122,0.004105695352558311,0.004231421974569192,1.9852884431387303,1.9852884431387303,1.9852884431387303,21.812030788482442,0.023171706154713177,-2.270453484115063,1.0
5.0,2.31,-0.11264146500837012,-0.11264146500835824,-1.8718318938039136,0.00409433354832804,0.004220111607134061,1.9824990212606763,1.9824990212606763,1.9824990212606763,21.807649442016537,0.02309990609469708,-2.3778876007307743,1.0
5.0,2.3,-0.11344581747150546,-0.1134458174715119,-1.8718442535204476,0.004082455540157081,0.004208634409367246,1.9797051315183938,1.9797051315183938,1.9797051315183938,21.803280222442915,0.02301083638698717,-2.4848955535912802,1.0
5.0,2.29,-0.11426035450695239,-0.11426035450696118,-1.8718568589654379,0.004070147345904977,0.004196669059927684,1.9769037088173478,1.9769037088173478,1.9769037088173478,21.798918356858824,0.02292262577660804,-2.591479293523894,1.0
5.0,2.28,-0.11508527750740495,-0.11508527750740949,-1.8718697166614195,0.004057769607315894,0.004184225274006461,1.974092079668665,1.974092079668665,1.974092079668665,21.79455976436979,0.02285251571219197,-2.6978732104549357,1.0
5.0,2.27,-0.11592079851545027,-0.1159207985154489,-1.8718828334302595,0.004045707274155137,0.004171626053934653,1.9712697229581935,1.9712697229581935,1.9712697229581935,21.790203803783815,0.022801493480403667,-2.8043588284654892,1.0
5.0,2.26,-0.11676713227564134,-0.11676713227565623,-1.8718962162764843,0.004034108384828078,0.004159281379387782,1.9684385640878488,1.9684385640878488,1.9684385640878488,21.785853655245234,0.022753204146810486,-2.9110176412864086,1.0
5.0,2.25,-0.11762448978850572,-0.11762448978849913,-1.8719098722889975,0.004022786742531134,0.004147405381508273,1.9656016009590263,1.9656016009590263,1.9656016009590263,21.781514092636918,0.022688732217191965,-3.0176401758938405,1.0
5.0,2.24,-0.11849307799034406,-0.11849307799035666,-1.8719238086372025,0.004011355624680579,0.004135870473693795,1.9627607904957485,1.9627607904957485,1.9627607904957485,21.777188179484295,0.022604035370971814,-3.1238927233683618,1.0
5.0,2.23,-0.11937310608886595,-0.1193731060888891,-1.8719380326741757,0.0039995002630287425,0.004124299872176183,1.959915659897966,1.959915659897966,1.959915659897966,21.772875190587033,0.02251364407781832,-3.22960841031288,1.0
5.0,2.22,-0.12026479441570845,-0.12026479441570427,-1.8719525520860352,0.003987199585431545,0.004112334270601783,1.9570636164825077,1.9570636164825077,1.9570636164825077,21.76857120303945,0.02243716641635011,-3.334942769723647,1.0
5.0,2.21,-0.12116837976037985,-0.12116837976039929,-1.871967374989308,0.00397474283154324,0.004099888152556653,1.9542017587096654,1.9542017587096654,1.9542017587096654,21.76427194124631,0.022381157995561285,-3.4402487322644437,1.0
5.0,2.2,-0.12208411333542925,-0.12208411333542975,-1.871982509911059,0.003962525299202408,0.004087216680640415,1.9513289604351949,1.9513289604351949,1.9513289604351949,21.75997591965886,0.022332924609281546,-3.5457699245083756,1.0
5.0,2.19,-0.12301225239713857,-0.12301225239713533,-1.871997965661901,0.0039507581562186755,0.004074736650440528,1.9484467549132056,1.9484467549132056,1.9484467549132056,21.755685660582245,0.02227229229505508,-3.651415766406613,1.0
5.0,2.18,-0.12395305129678134,-0.12395305129677127,-1.8720137511929873,0.0039393004923708366,0.004062715177902695,1.9455582620571892,1.9455582620571892,1.9455582620571892,21.751405956694644,0.02219086893808494,-3.7568307436929995,1.0
5.0,2.17,-0.12490675911787916,-0.12490675911787856,-1.872029875558788,0.0039277553299715915,0.004051055591856206,1.9426658010802005,1.9426658010802005,1.9426658010802005,21.747140274746936,0.02210022571556271,-3.8617130165084856,1.0
5.0,2.16,-0.12587362677614372,-0.12587362677615827,-1.8720463480393887,0.003915774907384294,0.0040393612426950255,1.9397689965554106,1.9397689965554106,1.9397689965554106,21.742888040070067,0.022020663000400675,-3.966091415476322,1.0
5.0,2.15,-0.12685391879814417,-0.12685391879814467,-1.8720631783492407,0.0039033399498934287,0.004027242967658641,1.9368649598697165,1.9368649598697165,1.9368649598697165,21.738645053595118,0.021961559715375105,-4.070300083941664,1.0
5.0,2.14,-0.12784792065894462,-0.12784792065895154,-1.8720803767776555,0.0038907860902375954,0.004014633120679957,1.933950508329658,1.933950508329658,1.933950508329658,21.734406829402833,0.021912290062702663,-4.174673248499826,1.0
5.0,2.13,-0.128855935482703,-0.12885593548271834,-1.872097954150367,0.0038785433047272984,0.004001854310730627,1.9310247512523178,1.9310247512523178,1.9310247512523178,21.730172313106927,0.02185245990570414,-4.279235954684087,1.0
5.0,2.12,-0.12987827186857728,-0.1298782718685922,-1.872115921632045,0.0038667793395155024,0.003989367580821464,1.9280899500765911,1.9280899500765911,1.9280899500765911,21.72594497992058,0.02177204978835103,-4.383677030971347,1.0
5.0,2.11,-0.1309152324611813,-0.13091523246118192,-1.8721342905325211,0.003855242315037316,0.003977382239924786,1.92514972255824,1.92514972255824,1.92514972255824,21.721730123247102,0.0216816218894469,-4.487642526305667,1.0
5.0,2.1,-0.13196711401274197,-0.1319671140127442,-1.8721530723100401,0.003843464240052433,0.0039656622358564585,1.9222059100278597,1.9222059100278597,1.9222059100278597,21.717530374625355,0.02160169104423781,-4.5910736053553665,1.0
5.0,2.09,-0.13303422039129473,-0.1330342203912928,-1.8721722788078128,0.003831167506073195,0.003953721187172676,1.9192568671340027,1.9192568671340027,1.9192568671340027,21.713343401530633,0.021541941766545926,-4.694256968603096,1.0
5.0,2.08,-0.13411687783762868,-0.13411687783760784,-1.872191922543545,0.003818515299139863,0.003941246918236885,1.9162988009956952,1.9162988009956952,1.9162988009956952,21.70916394731084,0.0214914789450663,-4.79754296405434,1.0
5.0,2.07,-0.13521543907280784,-0.13521543907279043,-1.8722120168074017,0.003805978170411648,0.00392838525568904,1.9133290824306948,1.9133290824306948,1.9133290824306948,21.704988524134535,0.021429836536746124,-4.901006898746501,1.0
5.0,2.06,-0.13633027186306687,-0.13633027186303584,-1.872232575476531,0.003793916860195431,0.0039156238521355176,1.9103486828279073,1.9103486828279073,1.9103486828279073,21.700818717134734,0.02134798999464521,-5.004378262720537,1.0
5.0,2.05,-0.1374617412800969,-0.13746174128011365,-1.8722536127031477,0.0037822421348924595,0.003903351579190777,1.907361418470579,1.907361418470579,1.907361418470579,21.696659980221412,0.02125795694768067,-5.107312323394361,1.0
5.0,2.04,-0.13861020250665365,-0.13861020250665645,-1.872275142784781,0.0037704844780736602,0.0038914867561476493,1.9043704226891438,1.9043704226891438,1.9043704226891438,21.692516691255896,0.02118022652222756,-5.209735907724495,1.0
5.0,2.03,-0.1397760128039569,-0.13977601280395865,-1.8722971803928667,0.003758234094939494,0.003879544616151836,1.9013751125647358,1.9013751125647358,1.9013751125647358,21.68838806158223,0.021122077734580504,-5.311912074637493,1.0
5.0,2.02,-0.14095955247267059,-0.14095955247265407,-1.8723197409829204,0.003745534376451162,0.0038670951639493763,1.8983716566865736,1.8983716566865736,1.8983716566865736,21.684268928004457,0.021069953373537564,-5.414163787198446,1.0
5.0,2.01,-0.1421612351228301,-0.14216123512283463,-1.8723428410203729,0.003732848538352948,0.0038541786892933804,1.895356591401954,1.895356591401954,1.895356591401954,21.680154754594053,0.021003822333311148,-5.516545115848211,1.0
5.0,2.0,-0.14338149683291085,-0.14338149683290052,-1.8723664978056365,0.003720617616946372,0.003841279027642914,1.892330228622269,1.892330228622269,1.892330228622269,21.6760461817471,0.020918657020144157,-5.618791515377202,1.0
5.0,1.99,-0.14462077342487042,-0.14462077342486773,-1.87239072905565,0.0037088196027115065,0.0038288547878381663,1.8892964846184421,1.8892964846184421,1.8892964846184421,21.67194864826571,0.020830105989748667,-5.720600943573558,1.0
5.0,1.98,-0.1458794885640489,-0.14587948856404034,-1.8724155526798232,0.003696978718133027,0.0038168737981145993,1.8862590203871938,1.8862590203871938,1.8862590203871938,21.667867131880914,0.02075737593608628,-5.821951108354749,1.0
5.0,1.97,-0.1471580667402749,-0.1471580667402665,-1.87244098703978,0.003684641751767373,0.0038048359090440864,1.8832174857274788,1.8832174857274788,1.8832174857274788,21.663801199837703,0.020702017678987022,-5.923111770749567,1.0
5.0,1.96,-0.14845695958473168,-0.1484569595847419,-1.8724670514922523,0.003671842051838252,0.00379227673457251,1.8801677868546154,1.8801677868546154,1.8801677868546154,21.659745507536737,0.02064630003616742,-6.024348028501067,1.0
5.0,1.95,-0.14977665932374612,-0.14977665932376488,-1.872493766697871,0.003659075692777691,0.0037792464146345233,1.877106213396573,1.877106213396573,1.877106213396573,21.655695330278636,0.020572860722434905,-6.125639005379998,1.0
5.0,1.94,-0.15111768488220667,-0.1511176848822436,-1.8725211543842206,0.0036467977260717065,0.0037662728820835305,1.8740333463045027,1.8740333463045027,1.8740333463045027,21.65165163764869,0.02048422103958424,-6.226707982002934,1.0
5.0,1.93,-0.15248055336482375,-0.152480553364835,-1.8725492367935892,0.003634938053815689,0.0037538180090533097,1.870953624815971,1.870953624815971,1.870953624815971,21.6476203868784,0.020400132955148143,-6.327329811707861,1.0
5.0,1.92,-0.1538657673586465,-0.1538657673587095,-1.8725780364308553,0.0036229614201479625,0.0037417805851789787,1.8678707227058224,1.8678707227058224,1.8678707227058224,21.643606432545905,0.020334930064416234,-6.427574472870479,1.0
5.0,1.91,-0.15527383411850154,-0.15527383411849546,-1.8726075764700172,0.003610432410968665,0.0037295929593383335,1.8647835837691917,1.8647835837691917,1.8647835837691917,21.639608462963654,0.02028102189622408,-6.52771500789877,1.0
5.0,1.9,-0.15670529802241678,-0.15670529802246747,-1.872637881464189,0.0035974849501217254,0.0037168211859413265,1.8616874529953078,1.8616874529953078,1.8616874529953078,21.63562046583238,0.020217749909920174,-6.62791694641675,1.0
5.0,1.89,-0.1581607523497819,-0.15816075234979915,-1.872668977649896,0.003584692913770729,0.003703637207219617,1.8585789286488166,1.8585789286488166,1.8585789286488166,21.631638264499145,0.020135341937414154,-6.728060680750476,1.0
5.0,1.88,-0.15964081646475675,-0.1596408164647197,-1.8727008925178292,0.0035724573327051454,0.003690651684145146,1.8554597829949977,1.8554597829949977,1.8554597829949977,21.627664312520086,0.020046516614459234,-6.827886892681803,1.0
5.0,1.87,-0.16114610124429046,-0.16114610124429507,-1.8727336541016126,0.0035605558644956877,0.0036782517871831524,1.8523352349980076,1.8523352349980076,1.8523352349980076,21.623705368247734,0.01997151904679674,-6.927294922393186,1.0
5.0,1.86,-0.1626772022446502,-0.16267720224462942,-1.8727672908389164,0.0035483755181901916,0.00366616438253829,1.849208259176613,1.849208259176613,1.849208259176613,21.61976526437157,0.019913790990959274,-7.026445641315144,1.0
5.0,1.85,-0.1642347312605451,-0.16423473126046992,-1.872801832280159,0.0035355879264751112,0.0036537499361387568,1.8460762645308864,1.8460762645308864,1.8460762645308864,21.615840827234027,0.019855909747346884,-7.1255576746649165,1.0
5.0,1.84,-0.16581935299142414,-0.1658193529913503,-1.8728373099517317,0.003522516735717947,0.0036407060795261956,1.842933909842359,1.842933909842359,1.842933909842359,21.61192552091227,0.019780680256757555,-7.224653504409008,1.0
5.0,1.83,-0.16743178669590134,-0.16743178669588318,-1.8728737574711758,0.0035097897321256064,0.0036274110500449015,1.8397790548264668,1.8397790548264668,1.8397790548264668,21.60801687134807,0.01969205354940924,-7.3235491006149225,1.0
5.0,1.82,-0.16907276909299157,-0.1690727690930087,-1.8729112097798808,0.0034976376812642387,0.003614513068768438,1.8366153414077613,1.8366153414077613,1.8366153414077613,21.604119559236235,0.019610447421197125,-7.422083762708878,1.0
5.0,1.81,-0.1707430191693355,-0.1707430191693195,-1.8729497023727493,0.0034856245582509924,0.0036021962492767106,1.8334482336734437,1.8334482336734437,1.8334482336734437,21.600240431985636,0.019547332554273367,-7.5203055000730386,1.0
5.0,1.8,-0.17244324791002397,-0.17244324791002402,-1.8729892715360823,0.00347314271748195,0.00358996919306964,1.8302788550284605,1.8302788550284605,1.8302788550284605,21.596380955039844,0.019490828643258334,-7.618389194067703,1.0
5.0,1.79,-0.17417420445596343,-0.17417420445599413,-1.8730299554560113,0.0034601033803001832,0.003577227487003829,1.8271027907078334,1.8271027907078334,1.8271027907078334,21.59253586151913,0.019420790324201218,-7.716410299317924,1.0
5.0,1.78,-0.1759367069829055,-0.17593670698291744,-1.8730717950299405,0.0034470324364728566,0.0035639389671644844,1.8239151995421292,1.8239151995421292,1.8239151995421292,21.588699442492885,0.019334273032562667,-7.814265360244908,1.0
