T,mu,phi_u,phi_d,phi_s,Phi1,Phi2,pressure,rho,entropy,energy,converged
130.0,400.00000000000006,-0.04682232099044667,-0.04682232099044741,-1.4647241766388583,0.45334993757510117,0.47201303677683254,22.89772235323843,6.984013251844,6.59204856892134,23.916153976628163,1.0
130.0,399.0,-0.047510351929962,-0.04751035192996264,-1.474320843586429,0.4520161433017738,0.47077464726752805,22.880802367507265,6.927823116430802,6.546695541392621,23.45616966284144,1.0
130.0,398.00000000000006,-0.04820987032384532,-0.04820987032384687,-1.483766966099913,0.4506805401177084,0.469534517073459,22.864018457968236,6.872129606917847,6.501591374206006,23.000926706511013,1.0
130.0,397.0,-0.048921136101929705,-0.048921136101930524,-1.49306301776466,0.4493432282164553,0.4682927395887168,22.847369421581103,6.816928568931959,6.456737682147985,22.5503796499093,1.0
130.0,396.00000000000006,-0.04964441854744905,-0.04964441854745053,-1.5022096804748721,0.44800429993185265,0.46704940128815126,22.830854065781296,6.762215548120742,6.412135764759711,22.104481263799627,1.0
130.0,395.0,-0.05037999668204485,-0.05037999668204639,-1.5112078271431817,0.44666383998213705,0.4658045819283669,22.814471209172147,6.707985822852326,6.367786623279462,21.663182777075946,1.0
130.0,394.00000000000006,-0.051128159666429154,-0.05112815966642733,-1.5200585048724486,0.44532192571055595,0.46455835474990187,22.798219682134434,6.654234435393828,6.323690977505596,21.226434094337627,1.0
130.0,393.00000000000006,-0.05188920721646354,-0.051889207216461446,-1.5287629187135618,0.44397862734475324,0.46331078669697806,22.782098327366857,6.6009562215356725,6.279849282678539,20.794184001416237,1.0
130.0,392.00000000000006,-0.05266345003640333,-0.052663450036404484,-1.5373224160859693,0.4426340082702848,0.46206193865068956,22.766106000351066,6.5481458385729265,6.236261746230083,20.366380358396576,1.0
130.0,391.00000000000006,-0.053451210270973895,-0.053451210270974076,-1.5457384719187963,0.4412881253141528,0.460811865671969,22.750241569755886,6.495797791588252,6.192928344268729,19.942970279876477,1.0
130.0,390.00000000000006,-0.05425282197803548,-0.054252821978033584,-1.5540126745537328,0.4399410290345663,0.4595606172509315,22.73450391777574,6.443906458006838,6.1498488376925105,19.523900302403792,1.0
130.0,389.00000000000006,-0.05506863162379313,-0.055068631623791234,-1.5621467124368211,0.4385927640136807,0.4583082375596901,22.718891940414984,6.3924661104196305,6.10702278783703,19.109116539180228,1.0
130.0,388.00000000000006,-0.05589899860240117,-0.0558989986024,-1.5701423616122976,0.4372433691503695,0.4570547657059868,22.703404547714154,6.341470937689661,6.06444957158677,18.698564822260234,1.0
130.0,387.00000000000006,-0.05674429578203213,-0.05674429578203145,-1.5780014740219912,0.4358928779505849,0.4558002359854317,22.688040663932373,6.290915064374108,6.022128395891288,18.292190832566927,1.0
130.0,386.00000000000006,-0.05760491007950898,-0.05760491007951017,-1.585725966603478,0.4345413188130996,0.45454467813034893,22.67279922768042,6.240792568507495,5.980058311644012,17.8899402181484,1.0
130.0,385.00000000000006,-0.0584812430657382,-0.058481243065736856,-1.5933178111728485,0.43318871530885955,0.4532881175536119,22.6576791920133,6.191097497802804,5.938238226891803,17.491758701151312,1.0
130.0,384.00000000000006,-0.05937371160418506,-0.05937371160418815,-1.60077902507207,0.4318350864524527,0.45203057558610643,22.642679524487633,6.141823884335183,5.896666919357175,17.09759217404054,1.0
130.0,383.00000000000006,-0.060282748525103826,-0.06028274852510319,-1.6081116625552285,0.43048044696443444,0.4507720697066483,22.627799207182118,6.09296575777832,5.855343048261036,16.707386785628017,1.0
130.0,382.00000000000006,-0.06120880333773733,-0.061208803337737316,-1.6153178068847471,0.42912480752353166,0.4495126137634534,22.61303723668833,6.044517157268176,5.8142651654452,16.32108901749099,1.0
130.0,381.00000000000006,-0.06215234298368155,-0.06215234298368243,-1.6223995631058075,0.427768175007982,0.4482522181864607,22.59839262407577,5.996472141970796,5.773431725798028,15.938645751368224,1.0
130.0,380.00000000000006,-0.06311385263402053,-0.06311385263402063,-1.6293590514650027,0.42641055272536865,0.4469908901898927,22.58386439483045,5.948824800431043,5.732841096993509,15.560004328123714,1.0
130.0,379.00000000000006,-0.06409383653360698,-0.06409383653360638,-1.6361984014383086,0.42505194063059887,0.4457286339647122,22.569451588774058,5.901569258780085,5.692491568558264,15.185112598858495,1.0
130.0,378.00000000000006,-0.06509281889570437,-0.06509281889570509,-1.6429197463328555,0.42369233553166363,0.44446545086061656,22.555153259963095,5.854699687876718,5.652381360284274,14.813918968735805,1.0
130.0,377.00000000000006,-0.06611134485071994,-0.0661113448507205,-1.649525218427387,0.42233173128307144,0.4432013395574401,22.54096847657236,5.808210309456121,5.612508630007158,14.44637243406365,1.0
130.0,376.00000000000006,-0.06714998145280712,-0.06714998145280733,-1.6560169446156874,0.4209701189668409,0.4419362962258344,22.526896320765065,5.7620954013572225,5.572871480774072,14.082422613160727,1.0
130.0,375.00000000000006,-0.06820931874861419,-0.06820931874861201,-1.662397042519381,0.4196074870610637,0.44067031467721046,22.51293588855082,5.716349301895781,5.533467967423157,13.722019771499681,1.0
130.0,374.00000000000006,-0.06928997091260214,-0.069289970912602,-1.6686676170363768,0.4182438215960832,0.43940338650295446,22.49908628963384,5.6709664134474815,5.494296102600277,13.365114841598665,1.0
130.0,373.00000000000006,-0.07039257745389955,-0.07039257745390032,-1.6748307572933414,0.4168791062983981,0.4381355012029979,22.485346647253003,5.625941205300981,5.455353862237256,13.011659438099658,1.0
130.0,372.00000000000006,-0.07151780449986159,-0.07151780449985648,-1.6808885339713229,0.41551332272242,0.436866646303831,22.471716098017676,5.581268215837185,5.4166391905164275,12.661605868441729,1.0
130.0,371.00000000000006,-0.07266634616216229,-0.07266634616215875,-1.6868429969759855,0.4141464503702048,0.43559680746605384,22.458193791736075,5.536942054086459,5.378150004345409,12.314907139511742,1.0
130.0,370.00000000000006,-0.07383892599157164,-0.07383892599156881,-1.692696173424318,0.41277846679936014,0.4343259685816289,22.444778891243292,5.492957400712506,5.3398841973661835,11.971516960621532,1.0
130.0,369.00000000000006,-0.07503629852814818,-0.07503629852814517,-1.698450065922625,0.4114093477192162,0.4330541118609004,22.431470572225592,5.449309008465491,5.301839643519871,11.631389743128802,1.0
130.0,368.00000000000006,-0.07625925095427617,-0.07625925095427627,-1.7041066511114744,0.41003906707543714,0.43178121790952695,22.418268023045762,5.405991702144984,5.264014200189311,11.294480596995147,1.0
130.0,367.00000000000006,-0.07750860485845283,-0.07750860485845046,-1.7096678784547978,0.4086675971231754,0.43050726579541526,22.405170444567673,5.363000378107945,5.226405710939202,10.9607453245447,1.0
130.0,366.00000000000006,-0.07878521811859612,-0.07878521811859567,-1.7151356692527764,0.40729490848883027,0.4292322331057017,22.39217704998335,5.320330003353243,5.189012007871545,10.630140411655336,1.0
130.0,365.00000000000006,-0.08008998691450668,-0.08008998691450632,-1.7205119158583186,0.40592097022051216,0.4279560959938731,22.379287064643236,5.277975614210877,5.15183091361495,10.302623016595575,1.0
130.0,364.00000000000006,-0.08142384787978818,-0.0814238478797882,-1.7257984810805242,0.4045457498271514,0.4266788292169679,22.366499725888872,5.235932314658955,5.114860242960251,9.978150956685555,1.0
130.0,363.00000000000006,-0.0827877804046684,-0.08278778040466839,-1.7309971977575036,0.4031692133062531,0.42540040616286773,22.35381428289118,5.194195274289295,5.078097804158896,9.656682692944727,1.0
130.0,362.00000000000006,-0.08418280910239388,-0.08418280910239095,-1.7361098684846574,0.4017913251601731,0.42412079886757054,22.341229996493386,5.152759725937393,5.041541399893012,9.338177312856946,1.0
130.0,361.0,-0.08561000645277224,-0.08561000645277672,-1.7411382654841918,0.40041204840076866,0.42283997802232565,22.32874613906018,5.111620962989758,5.005188827928741,9.022594511366236,1.0
130.0,360.00000000000006,-0.08707049563818267,-0.08707049563817798,-1.7460841306039123,0.39903134454215006,0.42155791297039646,22.316361994334976,5.070774336377487,4.969037881458984,8.709894570188178,1.0
130.0,359.0,-0.08856545358835194,-0.08856545358835176,-1.7509491754343496,0.397649173581252,0.4202745716932198,22.30407685730279,5.030215251261333,4.933086349141875,8.400038335505704,1.0
130.0,358.00000000000006,-0.0900961142528074,-0.09009611425280613,-1.7557350815340829,0.3962654939657953,0.41898992078558955,22.291890034063222,4.989939163410065,4.897332014838209,8.092987194089506,1.0
130.0,357.0,-0.0916637721205912,-0.09166377212058958,-1.7604435007547932,0.3948802625491378,0.4177039254194543,22.27980084171227,4.949941575269642,4.861772657048351,7.788703047863933,1.0
130.0,356.00000000000006,-0.09326978601017277,-0.09326978601017223,-1.7650760556586338,0.39349343453139235,0.41641654929578387,22.26780860823287,4.9102180317174655,4.8264060480475415,7.487148286919588,1.0
130.0,355.0,-0.09491558315389892,-0.09491558315390101,-1.7696343400208896,0.3921049633860901,0.41512775458390816,22.255912672398978,4.870764115491531,4.791229952715544,7.188285760943654,1.0
