T,rho,phi_u,phi_d,phi_s,Phi1,Phi2,mu_u,mu_d,mu_s,pressure,entropy,energy,converged
100.00000000000001,3.0,-0.21690964986439956,-0.2169096498644031,-2.013624109796836,0.18601652922137615,0.22333853454676253,1.7515916543242447,1.7515916543242447,1.7515916543242447,21.73105846506389,1.5082479182356776,-18.444438748465274,1.0
100.00000000000001,2.99,-0.21909686137574994,-0.21909686137572282,-2.0140980835709303,0.1855813439074931,0.22293368019301063,1.7498855059594827,1.7498855059594827,1.7498855059594827,21.728605705439,1.5029962395463443,-18.455503661837962,1.0
100.00000000000001,2.98,-0.22132206384644276,-0.22132206384642356,-2.014570772378957,0.18514623153953189,0.22252892705631408,1.7481812997690456,1.7481812997690456,1.7481812997690456,21.726163917991492,1.4977547451064324,-18.466555228958267,1.0
100.00000000000001,2.97,-0.2235860993186504,-0.2235860993186387,-2.015042220662591,0.18471121021396486,0.22212429505659467,1.7464792457184513,1.7464792457184513,1.7464792457184513,21.723733383903703,1.4925236445312609,-18.4775933537187,1.0
100.00000000000001,2.96,-0.2258898275352829,-0.22588982753529854,-2.0155124741733084,0.18427629867206835,0.2217198048538396,1.7447795621440518,1.7447795621440518,1.7447795621440518,21.72131439324819,1.4873031541140418,-18.488617937360406,1.0
100.00000000000001,2.95,-0.22823412598838935,-0.22823412598839912,-2.0159815800254592,0.1838415163119308,0.2213154778638228,1.7430824759682728,1.7430824759682728,1.7430824759682728,21.718907245131266,1.4820934968499886,-18.49962887879619,1.0
100.00000000000001,2.94,-0.23061988989431362,-0.23061988989428595,-2.0164495867458236,0.18340688320726606,0.22091133628127624,1.7413882229896933,1.7413882229896933,1.7413882229896933,21.716512247939537,1.4768949026119975,-18.51062607456465,1.0
100.00000000000001,2.93,-0.2330480321204981,-0.2330480321205081,-2.016916544323649,0.18297242012616238,0.22050740310309813,1.7396970481769374,1.7396970481769374,1.7396970481769374,21.714129719582335,1.4717076083243517,-18.521609418784273,1.0
100.00000000000001,2.92,-0.2355194830611805,-0.2355194830611725,-2.0173825042619673,0.1825381485497143,0.22010370215162173,1.7380092059658554,1.7380092059658554,1.7380092059658554,21.711759987733245,1.4665318581331652,-18.532578803112187,1.0
100.00000000000001,2.91,-0.23803519045372215,-0.23803519045373528,-2.0178475196293113,0.18210409069043373,0.2197002580977817,1.736324960558817,1.736324960558817,1.736324960558817,21.70940339006729,1.4613679035729048,-18.54353411670607,1.0
100.00000000000001,2.9,-0.24059611913311513,-0.24059611913314435,-2.0183116451120817,0.1816702695103004,0.21929709648405413,1.7346445862254742,1.7346445862254742,1.7346445862254742,21.707060274492804,1.4562160037273641,-18.554475246190183,1.0
100.00000000000001,2.89,-0.2432032507170855,-0.24320325071712462,-2.0187749370668526,0.18123670873837844,0.2188942437470963,1.732968367603578,1.732968367603578,1.732968367603578,21.70473099937589,1.4510764253838437,-18.56540207562608,1.0
100.00000000000001,2.88,-0.24585758321561418,-0.24585758321560763,-2.0192374535738993,0.18080343288786146,0.21849172723993762,1.7312965999987309,1.7312965999987309,1.7312965999987309,21.70241593375612,1.4459494431794226,-18.57631448648856,1.0
100.00000000000001,2.87,-0.24856013055916504,-0.24856013055915638,-2.019699254489476,0.18037046727234088,0.21808957525351189,1.7296295896815708,1.7296295896815708,1.7296295896815708,21.700115457553395,1.4408353397369824,-18.58721235765028,1.0
