# ForwardDiff Temperature Scan Results
# Generated on: 2025-09-22T14:26:33.123
# Model Parameters:
# gsigma = 1.25
# gdelta = 0.01
# fs = 8.334683362540584
# fo = 5.0294591880396045
# fr = 0.6061852566116328
# fd = 0.0
# b = -0.002253019486143633
# c = 0.021120804139031873
# mu_B = 632.0 MeV
# T_range = 20.0 - 200.00000000000003 MeV
# T_step = 1.0 MeV
# nodes = 256
#
T_MeV,P_T4,kappa1,kappa2,kappa3,kappa4,kappa3_over_kappa1,kappa4_over_kappa2,mu_over_T
142.0,0.513360421104064,0.4514760538781933,0.3073860936120741,0.06564234081368073,-0.10879125289045062,0.14539495561239846,-0.35392379535473334,4.450704225352112
143.0,0.5144979862281926,0.4499666421648971,0.3030092515824397,0.062480453800104224,-0.10338545028783218,0.13885574606040976,-0.34119568873858,4.419580419580419
144.0,0.5155387789728856,0.44837652850644194,0.29868706142484863,0.05952496768288088,-0.09822775168977671,0.1327566540585,-0.3288651045719681,4.388888888888888
145.0,0.5164860173003716,0.4467110376765071,0.29442208826132654,0.056761435936290135,-0.09331619924943602,0.1270652192332772,-0.3169470055745592,4.358620689655172
146.0,0.5173429302266778,0.4449752635192356,0.2902164283057987,0.05417630689258521,-0.08864661980367317,0.12175127773196599,-0.30545004058235786,4.328767123287671
147.0,0.5181127501451198,0.4431740715438819,0.2860717596197062,0.0517569041416777,-0.08421313381731413,0.1167868507319767,-0.2943776552053377,4.299319727891156
148.0,0.5187987058167427,0.44131210256745323,0.28198938852004485,0.049491398518228695,-0.08000858177564854,0.1121460259763986,-0.28372905163401646,4.27027027027027
149.0,0.5194040159942229,0.4393937772138675,0.2779702918521081,0.04736877407882589,-0.07602487835850363,0.1078048359701051,-0.27350001272420893,4.241610738255034
150.0,0.5199318836441849,0.4374233011015198,0.27401515536671966,0.04537879001829682,-0.07225330406009887,0.10374113565515121,-0.2636836052495013,4.213333333333333
151.0,0.520385490732263,0.43540467057261956,0.2701244084571023,0.04351194008685985,-0.06868474307358284,0.09993448170786826,-0.25427077643925866,4.185430463576159
152.0,0.520767993535047,0.4333416788371636,0.2662982555166594,0.04175941074290466,-0.06530987539042331,0.09636601504605458,-0.2452508570276292,4.157894736842105
153.0,0.5210825184433356,0.431237922421997,0.2625367041780387,0.040113039003022356,-0.06211933016078489,0.09301834768550084,-0.23661198290452676,4.1307189542483655
154.0,0.5213321582218713,0.4290968078311091,0.25883959068772144,0.03856527072489263,-0.059103806507807645,0.08987545472506003,-0.22834144634046258,4.103896103896104
155.0,0.5215199686916292,0.42692155833737394,0.25520660266071077,0.03710911987336515,-0.05625416717196863,0.0869225719541662,-0.2204259865751075,4.077419354838709
156.0,0.5216489658019635,0.424715220838278,0.2516372994476259,0.03573812916962022,-0.053561509626870764,0.08414609935354424,-0.21285202847290408,4.051282051282051
157.0,0.5217221230612523,0.4224806727191099,0.24813113033278758,0.03444633240228721,-0.051017218640524734,0.08153351058780661,-0.20560587690912321,4.025477707006369
158.0,0.5217423692961128,0.42022062867664456,0.24468745076726434,0.03322821858303806,-0.04861300365556477,0.07907326845823848,-0.19867387356045188,4.0
159.0,0.52171258671083,0.4179376474646557,0.24130553682595585,0.032078698053337504,-0.04634092384423534,0.0767547461874689,-0.19204252191552165,3.9748427672955975
160.0,0.5216356092201455,0.4156341385298743,0.23798459806302086,0.030993070590067714,-0.04419340323972086,0.07456815433807308,-0.1856985855362706,3.95
161.0,0.5215142210301857,0.41331236851320374,0.2347237889255187,0.029966995512620012,-0.04216323794813794,0.07250447311901019,-0.17962916388298825,3.9254658385093166
162.0,0.5213511554438295,0.4109744675964677,0.23152221887138005,0.02899646376013596,-0.04024359710879089,0.0705553898024812,-0.1738217493982633,3.9012345679012346
163.0,0.5211490938683839,0.4086224356795217,0.22837896132468663,0.028077771882735022,-0.03842801898598296,0.06871324095565845,-0.16826426901622432,3.877300613496933
164.0,0.5209106650049142,0.40625814837653584,0.2252930615889967,0.027207497872930208,-0.0367104033294989,0.06697095918360077,-0.16294511278145743,3.8536585365853657
165.0,0.5206384481895415,0.4038833760641015,0.2222635409410657,0.02638272603041578,-0.03507479835472543,0.06532263419088707,-0.1578072508258369,3.8303030303030305
166.0,0.5203349559627578,0.401499732204755,0.21928941601968027,0.025600239465653107,-0.03353357987095634,0.06376153559324821,-0.15291928119297307,3.807228915662651
167.0,0.5200026607233806,0.39910877238751113,0.21636968742254362,0.024857408874281544,-0.032074122726984206,0.06228229143043356,-0.1482375979235361,3.784431137724551
168.0,0.5196439752069818,0.396711931063837,0.21350334946749233,0.02415172300744811,-0.030691817192048894,0.060879749551978384,-0.1437533287819542,3.761904761904762
169.0,0.5192612574936458,0.39431054550967226,0.2106893956770592,0.023480852860284698,-0.029382348126829605,0.05954913741891978,-0.1394581252293605,3.739644970414201
170.0,0.5188568109306991,0.39190586064836275,0.20792682234041998,0.022842636945506502,-0.028141672430853717,0.058286030496497325,-0.13534411825319909,3.7176470588235295
171.0,0.5184328841298941,0.3894990336836996,0.2052146316192716,0.022235067831491682,-0.026965997428213623,0.0570863234786562,-0.1314038731811424,3.6959064327485383
172.0,0.5179916710283752,0.38709113854761606,0.2025518342483572,0.02165627983041951,-0.025851760442847493,0.05594620406882699,-0.12763034478942104,3.674418604651163
173.0,0.5175353110037924,0.38468317016771064,0.19993745187546763,0.021104537729691602,-0.02479560972242269,0.05486212906192553,-0.12401683371390969,3.6531791907514455
174.0,0.5170658890347966,0.38227604856024516,0.19737051908055628,0.02057822646802279,-0.023794386797293017,0.05383080249344929,-0.12055694491831072,3.632183908045977
175.0,0.5165854358990479,0.37987062275460803,0.19485008510895682,0.020075841665917905,-0.022845110306681595,0.05284915564235843,-0.11724454877146706,3.6114285714285717
176.0,0.5160959284016431,0.3774676745554523,0.1923752153495878,0.01959598092851926,-0.02194496128088967,0.05191432869476215,-0.11407374510802175,3.5909090909090913
177.0,0.5155992896276956,0.37506792214887225,0.1899449925853879,0.019137335846828626,-0.021091269835044342,0.05102365389496738,-0.1110388304949022,3.570621468926554
178.0,0.515097389213491,0.37267202355904316,0.1875585180400025,0.018698684630953897,-0.020281503210760513,0.050174640028999726,-0.10813426882822176,3.5505617977528092
179.0,0.5145920436313075,0.3702805799617332,0.1852149122418923,0.018278885316222696,-0.01951325508053094,0.049364958103154465,-0.10535466526068084,3.5307262569832405
180.0,0.5140850164836999,0.3678941388610593,0.18291331572451167,0.017876869489688575,-0.018784236029744023,0.04859242809638791,-0.10269474343811703,3.5111111111111115
181.0,0.5135780188035765,0.36551319713573943,0.180652889578983,0.017491636490702258,-0.018092265118605896,0.047855006680392026,-0.10014932592980086,3.491712707182321
182.0,0.5130727093570508,0.36313820396095725,0.17843281587371415,0.017122248044819155,-0.017435262430323218,0.04715077581498434,-0.09771331772661722,3.4725274725274726
183.0,0.5125706949465382,0.3607695636118,0.17625229795368338,0.016767823295392222,-0.016811242513329393,0.046477932139073,-0.09538169265598541,3.4535519125683063
184.0,0.5120735307121037,0.3584076381539932,0.17411056063056798,0.016427534201732416,-0.016218308629521904,0.04583477708885817,-0.09314948255168913,3.4347826086956523
184.99999999999997,0.5115827186915367,0.3560527385283676,0.17200694971938355,0.016104812491770655,-0.015588128191168048,0.045231536649134756,-0.0906249905402015,3.4162162162162164
185.99999999999997,0.5110997152913018,0.35370518039857923,0.1699406627025921,0.015791993236507932,-0.015040875153903495,0.04464733374476572,-0.088506628812117,3.3978494623655915
186.99999999999997,0.5106259206570108,0.35136519802574073,0.16791098508747276,0.015491240298176034,-0.014519608192128868,0.044088715630399906,-0.08647205651592668,3.379679144385027
187.99999999999997,0.5101626862563827,0.3490330098227792,0.165917228721007,0.015201884730411244,-0.014022925750990428,0.04355428942990226,-0.08451759867909948,3.3617021276595747
188.99999999999997,0.5097113133422794,0.3467088039453997,0.16395872625939087,0.014923289305167493,-0.013549495279840259,0.04304271808314864,-0.08263967151345322,3.343915343915344
189.99999999999997,0.5092730532271648,0.34439274041070184,0.16203483084986406,0.014654845790790962,-0.013098047818010734,0.042552714012828737,-0.08083476712576038,3.3263157894736843
190.99999999999997,0.5088491075539584,0.342084953136192,0.1601449157550856,0.014395972494071195,-0.012667373061266002,0.042083033357915106,-0.07909943941422776,3.30890052356021
191.99999999999997,0.508440628564435,0.33978555190279497,0.15828837392420114,0.014146112051830275,-0.012256314891123214,0.04163247075283872,-0.0774302912290472,3.291666666666667
192.99999999999997,0.508048719366604,0.3374946242451534,0.156464617514311,0.013904729458849971,-0.011863767353788258,0.04119985463457245,-0.07582396290140894,3.274611398963731
